"","Var1","Freq","rel"
"69909","verzekeriogeu",0,0
"69910","verzekeriogmaatschappg",0,0
"69911","verzekert",0,0
"69912","verzeleid",0,0
"69913","verzend",0,0
"69914","verzenden",0,0
"69915","verzending",0,0
"69916","verzendingen",0,0
"69917","verzendt",0,0
"69918","verzijl",0,0
"69919","verzilverd",0,0
"69920","verzilverde",0,0
"69921","verzilveren",0,0
"69922","verzilvering",0,0
"69923","verzkerd",0,0
"69924","verzoch",0,0
"69925","verzocht",0,0
"69926","verzoek",0,0
"69927","verzoeke",0,0
"69928","verzoeken",0,0
"69929","verzoekende",0,0
"69930","verzoeker",0,0
"69931","verzoekschrift",0,0
"69932","verzoekschriften",0,0
"69933","verzoekschrifteu",0,0
"69934","verzoekt",0,0
"69935","verzoent",0,0
"69936","verzoete",0,0
"69937","verzojging",0,0
"69938","verzoken",0,0
"69939","verzokering",0,0
"69940","verzokeringen",0,0
"69941","verzonden",0,0
"69942","verzorg",0,0
"69943","verzorgd",0,0
"69944","verzorgen",0,0
"69945","verzorgers",0,0
"69946","verzorging",0,0
"69947","verzorgn",0,0
"69948","verzorqirtf",0,0
"69949","verzotkpchriften",0,0
"69950","verzsnliag",0,0
"69951","verztezen",0,0
"69952","verzuimd",0,0
"69953","verzuimen",0,0
"69954","verzuring",0,0
"69955","verzwakken",0,0
"69956","verzwakkend",0,0
"69957","verzwakking",0,0
"69958","verzwakt",0,0
"69959","verzwakte",0,0
"69960","verzwering",0,0
"69961","verzweringen",0,0
"69962","vesi",0,0
"69963","vesidid",0,0
"69964","vesidubmis",0,0
"69965","vesigfjj",0,0
"69966","vesligeo",0,0
"69967","vest",0,0
"69968","vestdijks",0,0
"69969","vestdöit",0,0
"69970","vestdrjks",0,0
"69971","veste",0,0
"69972","vesten",0,0
"69973","vester",0,0
"69974","vestiaires",0,0
"69975","vestibule",0,0
"69976","vestibules",0,0
"69977","vestigd",0,0
"69978","vestigen",0,0
"69979","vestigende",0,0
"69980","vestiging",0,0
"69981","vestigt",0,0
"69982","vestzijde",0,0
"69983","vetaliegn",0,0
"69984","vetblijven",0,0
"69985","vete",0,0
"69986","veteischt",0,0
"69987","vetgemnkkelyken",0,0
"69988","veth",0,0
"69989","vethooging",0,0
"69990","vetïï",0,0
"69991","vetis",0,0
"69992","vetkrijgbaar",0,0
"69993","vetkrygbaar",0,0
"69994","vetmesten",0,0
"69995","vetmesting",0,0
"69996","vetminderde",0,0
"69997","vétrarekéjïyens",0,0
"69998","vetrek",0,0
"69999","vetstelling",0,0
"70000","vetten",0,0
"70001","vetvlekjes",0,0
"70002","vetvrij",0,0
"70003","vetw",0,0
"70004","vetwaren",0,0
"70005","vetzoc",0,0
"70006","veugelers",0,0
"70007","veuietgd",0,0
"70008","veulen",0,0
"70009","veulo",0,0
"70010","vëülö",0,0
"70011","veuloo",0,0
"70012","veurdrachten",0,0
"70013","veurman",0,0
"70014","veurope",0,0
"70015","veurwaarrten",0,0
"70016","vev",0,0
"70017","vevoer",0,0
"70018","vevrouw",0,0
"70019","véwcif",0,0
"70020","veworgißf",0,0
"70021","vëx",0,0
"70022","vezelstof",0,0
"70023","vezelstoffen",0,0
"70024","vezen",0,0
"70025","vf",0,0
"70026","vfad",0,0
"70027","vfane",0,0
"70028","vfcv",0,0
"70029","vfd",0,0
"70030","vfdd",0,0
"70031","v«fde",0,0
"70032","vfe",0,0
"70033","vfearzien",0,0
"70034","vfejp",0,0
"70035","vfev",0,0
"70036","vffer",0,0
"70037","vfii",0,0
"70038","vfikoop",0,0
"70039","vfilkcns",0,0
"70040","vfin",0,0
"70041","vfirt",0,0
"70042","vfïß",0,0
"70043","vfl",0,0
"70044","vflmke«vi",0,0
"70045","vfln",0,0
"70046","vfoor",0,0
"70047","vfouw",0,0
"70048","vfr",0,0
"70049","vfrwezenlij",0,0
"70050","vfryule",0,0
"70051","vftatuoraran",0,0
"70052","vftn",0,0
"70053","vftwden",0,0
"70054","vfü",0,0
"70055","vfükrirbar",0,0
"70056","vfvr°li",0,0
"70057","vfyfdervarj",0,0
"70058","vg",0,0
"70059","vgafé",0,0
"70060","vgevraagd",0,0
"70061","vgf",0,0
"70062","vgftien",0,0
"70063","vggendam",0,0
"70064","v°g°lde",0,0
"70065","vgmeisje",0,0
"70066","vgoudsche",0,0
"70067","vgqrdeelig",0,0
"70068","vgravendeel",0,0
"70069","vgravenhage",0,0
"70070","vgzelstr",0,0
"70071","vgzelstraat",0,0
"70072","vh",0,0
"70073","vhaaren",0,0
"70074","vhaciitooeuxren",0,0
"70075","vhb",0,0
"70076","vh«eti",0,0
"70077","vhf",0,0
"70078","vhjbed",0,0
"70079","vhnllös",0,0
"70080","vhocolaad",0,0
"70081","vhoijjiinzak",0,0
"70082","vhrhaes",0,0
"70083","vhs",0,0
"70084","vhssingen",0,0
"70085","vhu",0,0
"70086","vi",0,0
"70087","v»i",0,0
"70088","vi■",0,0
"70089","£vï",0,0
"70090","via",0,0
"70091","viaasch",0,0
"70092","viaduct",0,0
"70093","viaductv",0,0
"70094","viafigen",0,0
"70095","vian",0,0
"70096","vianen",0,0
"70097","vïarilon",0,0
"70098","viauen",0,0
"70099","vib",0,0
"70100","vïbscht",0,0
"70101","vibseb",0,0
"70102","vibtklimcrl",0,0
"70103","vicarage",0,0
"70104","vice",0,0
"70105","viceadmiraal",0,0
"70106","vicepresident",0,0
"70107","vicerol",0,0
"70108","vich",0,0
"70109","vichmarkt",0,0
"70110","vichst",0,0
"70111","vichy",0,0
"70112","victobia",0,0
"70113","victoïi",0,0
"70114","victor",0,0
"70115","victoria",0,0
"70116","victoriahötel",0,0
"70117","victoriawater",0,0
"70118","victorii",0,0
"70119","victor—slaap",0,0
"70120","vid",0,0
"70121","vida",0,0
"70122","vidd",0,0
"70123","vide",0,0
"70124","vie",0,0
"70125","vïed",0,0
"70126","vïèèk",0,0
"70127","vieerstraat",0,0
"70128","vieesch",0,0
"70129","vieeschhouwersknecht",0,0
"70130","viegens",0,0
"70131","viehs",0,0
"70132","viehy",0,0
"70133","vieites",0,0
"70134","vielant",0,0
"70135","viele",0,0
"70136","vielen",0,0
"70137","viém",0,0
"70138","viennent",0,0
"70139","vier",0,0
"70140","vierbanks",0,0
"70141","vierde",0,0
"70142","vierduizend",0,0
"70143","vieren",0,0
"70144","vierge",0,0
"70145","viering",0,0
"70146","vierjaren",0,0
"70147","vierjarig",0,0
"70148","vierk",0,0
"70149","vierkanten",0,0
"70150","vierkantetafels",0,0
"70151","vierki",0,0
"70152","vierlingsbeek",0,0
"70153","vierperioons",0,0
"70154","vierpersoons",0,0
"70155","vierstoombooten",0,0
"70156","viertal",0,0
"70157","vierwekelyksche",0,0
"70158","vierwielige",0,0
"70159","viestraat",0,0
"70160","vietkante",0,0
"70161","viets",0,0
"70162","vieuws",0,0
"70163","vieux",0,0
"70164","view",0,0
"70165","vieweg",0,0
"70166","vifaarin",0,0
"70167","vifch",0,0
"70168","vifo",0,0
"70169","vigier",0,0
"70170","vigilante",0,0
"70171","vigilantes",0,0
"70172","vignetten",0,0
"70173","vignoble",0,0
"70174","vigrruüaemmïelaüeatwp£",0,0
"70175","vi«gu",0,0
"70176","vii",0,0
"70177","vïïfl",0,0
"70178","viii",0,0
"70179","viiiai",0,0
"70180","viij",0,0
"70181","viijdao",0,0
"70182","viijdsg",0,0
"70183","viïlkoopen",0,0
"70184","vii«lur",0,0
"70185","vïimers",0,0
"70186","viindute",0,0
"70187","viir«ion",0,0
"70188","viisehersdijk",0,0
"70189","viiuuuu",0,0
"70190","vij",0,0
"70191","vïj",0,0
"70192","vijanden",0,0
"70193","vijdag",0,0
"70194","vijf",0,0
"70195","vijfde",0,0
"70196","vijferidertig",0,0
"70197","vijfgroote",0,0
"70198","vijfhonderd",0,0
"70199","vijfjaar",0,0
"70200","vijfjaren",0,0
"70201","vijfjarig",0,0
"70202","vijfjarige",0,0
"70203","vijfkop",0,0
"70204","vijftien",0,0
"70205","vijftienden",0,0
"70206","vijftig",0,0
"70207","vijftigjarige",0,0
"70208","vijgen",0,0
"70209","vijgendam",0,0
"70210","vijgh",0,0
"70211","viji",0,0
"70212","vijj",0,0
"70213","vijjmen",0,0
"70214","vijl",0,0
"70215","vijlde",0,0
"70216","vijlen",0,0
"70217","vijnhaven",0,0
"70218","vijssix«ei",0,0
"70219","vijt",0,0
"70220","vijver",0,0
"70221","vijverberg",0,0
"70222","vijvers",0,0
"70223","vijversteeg",0,0
"70224","vïjwnttttü",0,0
"70225","vijzclstr",0,0
"70226","vijze",0,0
"70227","vijzeletraat",0,0
"70228","vijzelgr",0,0
"70229","vijzelgracht",0,0
"70230","vijzelstr",0,0
"70231","vijzelstraat",0,0
"70232","vijzer",0,0
"70233","vïkcostumes",0,0
"70234","vikoopi",0,0
"70235","vil",0,0
"70236","vilaner",0,0
"70237","vilb",0,0
"70238","vilden",0,0
"70239","vildk",0,0
"70240","vilf",0,0
"70241","vilfl",0,0
"70242","vilhem",0,0
"70243","vilkns",0,0
"70244","villa",0,0
"70245","villages",0,0
"70246","villakcbatj",0,0
"70247","villas",0,0
"70248","ville",0,0
"70249","villsil",0,0
"70250","vilten",0,0
"70251","vim",0,0
"70252","vimiwelyke",0,0
"70253","vimkknbojr®",0,0
"70254","vimmen",0,0
"70255","vïmpiatzbttërs",0,0
"70256","vimtland",0,0
"70257","vin",0,0
"70258","vina",0,0
"70259","vincentius",0,0
"70260","vincentmulder",0,0
"70261","vinde",0,0
"70262","vinden",0,0
"70263","vinder",0,0
"70264","vinding",0,0
"70265","vindringen",0,0
"70266","vindt",0,0
"70267","ving",0,0
"70268","vinger",0,0
"70269","vingerdoekjes",0,0
"70270","vingeren",0,0
"70271","vingerhoed",0,0
"70272","vingerling",0,0
"70273","vingsbil",0,0
"70274","vinju",0,0
"70275","vinjü",0,0
"70276","vink",0,0
"70277","vinkelliul",0,0
"70278","vinkenborg",0,0
"70279","vinkhuyzen",0,0
"70280","vinknor©",0,0
"70281","vinlt",0,0
"70282","vinnen",0,0
"70283","vinnootschaf",0,0
"70284","vins",0,0
"70285","viocgcre",0,0
"70286","vioegcien",0,0
"70287","vioer",0,0
"70288","viol",0,0
"70289","violen",0,0
"70290","violente",0,0
"70291","violoncel",0,0
"70292","violöncel",0,0
"70293","vionna",0,0
"70294","vioo",0,0
"70295","viool",0,0
"70296","vioolgarnituren",0,0
"70297","vioolles",0,0
"70298","vioolpiano",0,0
"70299","vior",0,0
"70300","viorwekelijkscho",0,0
"70301","vïotor",0,0
"70302","vipie",0,0
"70303","viqpu",0,0
"70304","vir",0,0
"70305","virginlß",0,0
"70306","virhïizinciniisk",0,0
"70307","virjfjti",0,0
"70308","virlies",0,0
"70309","vis",0,0
"70310","visams",0,0
"70311","viscb",0,0
"70312","visch",0,0
"70313","vischetraat",0,0
"70314","vischhandel",0,0
"70315","vischjacht",0,0
"70316","vischjes",0,0
"70317","vischjés",0,0
"70318","vischjès",0,0
"70319","vischkaren",0,0
"70320","vischliandel",0,0
"70321","vischmarjet",0,0
"70322","vischmarkt",0,0
"70323","vischnetten",0,0
"70324","vischpoortenplas",0,0
"70325","vischpuike",0,0
"70326","vischstee",0,0
"70327","vischsteeg",0,0
"70328","vischstïa",0,0
"70329","viscu",0,0
"70330","viseg",0,0
"70331","visehmarkt",0,0
"70332","visehnlarkt",0,0
"70333","visehsteeg",0,0
"70334","visêillfflltlijltief",0,0
"70335","visie",0,0
"70336","visiekamerbadkamer",0,0
"70337","visiën",0,0
"70338","visitant",0,0
"70339","visitatieparochie",0,0
"70340","visite",0,0
"70341","visitekaarten",0,0
"70342","visitekaartjes",0,0
"70343","visites",0,0
"70344","visschebij",0,0
"70345","visschen",0,0
"70346","visscher",0,0
"70347","visscherij",0,0
"70348","visschers",0,0
"70349","visschersaykjv",0,0
"70350","visschersdijk",0,0
"70351","visschersidylle",0,0
"70352","visschersmeisje",0,0
"70353","visscherstraat",0,0
"70354","visschersvloot",0,0
"70355","visseb",0,0
"70356","vissee",0,0
"70357","visseepleging",0,0
"70358","vissehersidylle",0,0
"70359","visseiï",0,0
"70360","vissek",0,0
"70361","visser",0,0
"70362","visser—baan",0,0
"70363","visser—blokland",0,0
"70364","vissers",0,0
"70365","visserstraat",0,0
"70366","vissï",0,0
"70367","visvliet",0,0
"70368","vit",0,0
"70369","¦vit",0,0
"70370","vitae",0,0
"70371","vitatefcstees",0,0
"70372","vite",0,0
"70373","viti",0,0
"70374","vitnt",0,0
"70375","vitr",0,0
"70376","vitra",0,0
"70377","vitrages",0,0
"70378","vitte",0,0
"70379","vitu",0,0
"70380","vitus",0,0
"70381","vitüs",0,0
"70382","viü",0,0
"70383","viuchtboomensnoei",0,0
"70384","viuiun",0,0
"70385","viuiwitbodg",0,0
"70386","viv",0,0
"70387","vive",0,0
"70388","vivitnn",0,0
"70389","vivostrnat",0,0
"70390","vivti",0,0
"70391","viwt",0,0
"70392","viwy",0,0
"70393","vixkexjioito",0,0
"70394","vj",0,0
"70395","vjbtdijks",0,0
"70396","vjd",0,0
"70397","vjdd",0,0
"70398","vjddag",0,0
"70399","vjddm",0,0
"70400","vjdj",0,0
"70401","vjdm",0,0
"70402","vjdp",0,0
"70403","vjefder",0,0
"70404","vjendütïë",0,0
"70405","vjet",0,0
"70406","vjetajp",0,0
"70407","vjf",0,0
"70408","vjföe",0,0
"70409","vjgaa",0,0
"70410","vjh",0,0
"70411","vji",0,0
"70412","vjjf",0,0
"70413","vjjfden",0,0
"70414","vjjftig",0,0
"70415","vjjgondam",0,0
"70416","vjjn",0,0
"70417","vjm",0,0
"70418","vjmcïi",0,0
"70419","vjmj",0,0
"70420","vjoiun",0,0
"70421","vjongeniir",0,0
"70422","vjormerveer",0,0
"70423","vjreisciite",0,0
"70424","vjsfjlfr",0,0
"70425","vjt",0,0
"70426","vjtellustenburgstraat",0,0
"70427","vjvvj",0,0
"70428","vjwtnijgh",0,0
"70429","vjz",0,0
"70430","vk",0,0
"70431","vkacht",0,0
"70432","vkafio",0,0
"70433","vkbtikale",0,0
"70434","vkeuken",0,0
"70435","vkhnkndaal",0,0
"70436","vkies",0,0
"70437","vkiing",0,0
"70438","vkij",0,0
"70439","vkit",0,0
"70440","vkkeuus",0,0
"70441","vkkhurev",0,0
"70442","vklden",0,0
"70443","vklthoven",0,0
"70444","vknte",0,0
"70445","vkocohmd",0,0
"70446","vkomen",0,0
"70447","vkoperdraaiersif",0,0
"70448","vkrgadering",0,0
"70449","vkrkoorkw",0,0
"70450","vkta",0,0
"70451","vku",0,0
"70452","vkx",0,0
"70453","vl",0,0
"70454","vla",0,0
"70455","vlaamsche",0,0
"70456","vlaanderen",0,0
"70457","vlaard",0,0
"70458","vlaardingen",0,0
"70459","vlachtwedde",0,0
"70460","vlachtwfdde",0,0
"70461","vlaggen",0,0
"70462","vlaggenraakar",0,0
"70463","vlagjes",0,0
"70464","vlagwerk",0,0
"70465","vlaïatcn",0,0
"70466","vlak",0,0
"70467","vlakte",0,0
"70468","vlam",0,0
"70469","vlamingstraat",0,0
"70470","vlamkolen",0,0
"70471","vlan",0,0
"70472","vlaraztjn",0,0
"70473","vlas",0,0
"70474","vlaskamp",0,0
"70475","vlasmarkt",0,0
"70476","vlasrolbraak",0,0
"70477","vlassen",0,0
"70478","vlasveld",0,0
"70479","vlbsciiiul",0,0
"70480","vlcüy",0,0
"70481","vld",0,0
"70482","vldblad",0,0
"70483","vldd",0,0
"70484","vldißiad",0,0
"70485","vlechten",0,0
"70486","vlechtenzondercrêpe",0,0
"70487","vlecscb",0,0
"70488","vledder",0,0
"70489","vleddfr",0,0
"70490","vleechhalie",0,0
"70491","vleechhouwerij",0,0
"70492","vleeichstraat",0,0
"70493","vleemcll",0,0
"70494","vleerlingen",0,0
"70495","vleerstraat",0,0
"70496","vleescbhoiiwers",0,0
"70497","vleesch",0,0
"70498","vleescheaetraet",0,0
"70499","vleeschen",0,0
"70500","vleeschetraat",0,0
"70501","vleeschextract",0,0
"70502","vleeschhal",0,0
"70503","vleeschhou",0,0
"70504","vleeschhouweij",0,0
"70505","vleeschhouwer",0,0
"70506","vleeschhouwerg",0,0
"70507","vleeschhouwerij",0,0
"70508","vleeschhouwers",0,0
"70509","vleeschhouwersknecht",0,0
"70510","vleeschhoüwersknecht",0,0
"70511","vleeschhouwery",0,0
"70512","vleeschmarkt",0,0
"70513","vleeschrookerij",0,0
"70514","vleeschsnijden",0,0
"70515","vleeschstraat",0,0
"70516","vleeschw",0,0
"70517","vleeschwaren",0,0
"70518","vleeschwareu",0,0
"70519","vleesehhouwersknecht",0,0
"70520","vleesehw",0,0
"70521","vleesoh",0,0
"70522","vleesohhouwerij",0,0
"70523","vleesohwarenfabriek",0,0
"70524","vleiotexi",0,0
"70525","vlek",0,0
"70526","vlekkenwater",0,0
"70527","vlentensehe",0,0
"70528","vléoer",0,0
"70529","vleosch",0,0
"70530","vlerken",0,0
"70531","vl»esch",0,0
"70532","vlesschen",0,0
"70533","vlet",0,0
"70534","vletter",0,0
"70535","vleugel",0,0
"70536","vleugelplano",0,0
"70537","vleugels",0,0
"70538","vleuten",0,0
"70539","vleutensche",0,0
"70540","vleuws",0,0
"70541","vlhschuil",0,0
"70542","vli",0,0
"70543","vliasingen",0,0
"70544","vlicht",0,0
"70545","vliege",0,0
"70546","vliegen",0,0
"70547","vlieger",0,0
"70548","vliegii",0,0
"70549","vliegotd",0,0
"70550","vliegwiel",0,0
"70551","vliegwiëlt",0,0
"70552","vlier",0,0
"70553","vliering",0,0
"70554","vlies",0,0
"70555","vliet",0,0
"70556","vlietkade",0,0
"70557","vlietoost",0,0
"70558","vlietscnd",0,0
"70559","vlietstra",0,0
"70560","vliich",0,0
"70561","vliiiü",0,0
"70562","vlij",0,0
"70563","vlijhaen",0,0
"70564","vlijmea",0,0
"70565","vlijmen",0,0
"70566","vlijt",0,0
"70567","vlïl",0,0
"70568","vlio",0,0
"70569","vlis«i",0,0
"70570","vlissin",0,0
"70571","vlissingen",0,0
"70572","vlissingèn",0,0
"70573","vlissingen—queenboro",0,0
"70574","vlissingen—zuidafrika",0,0
"70575","vlisssnger",0,0
"70576","vlisstngen",0,0
"70577","vliten",0,0
"70578","vljjmen",0,0
"70579","vljt",0,0
"70580","vll",0,0
"70581","vllintje",0,0
"70582","vllo",0,0
"70583","vlloci",0,0
"70584","vlntai",0,0
"70585","vloed",0,0
"70586","vloei",0,0
"70587","vloeien",0,0
"70588","vloer",0,0
"70589","vloeren",0,0
"70590","vloerkleden",0,0
"70591","vloerkleeden",0,0
"70592","vloertegels",0,0
"70593","vloerwerk",0,0
"70594","vloerzeil",0,0
"70595","vloerzeilen",0,0
"70596","vloerzwilk",0,0
"70597","vlog",0,0
"70598","vlokharige",0,0
"70599","vlonders",0,0
"70600","vlosmarkt",0,0
"70601","vloten",0,0
"70602","vlotpraam",0,0
"70603","vlqopmêise",0,0
"70604","vls",0,0
"70605","vlschsteeg",0,0
"70606","vlschsteey",0,0
"70607","vlseitste",0,0
"70608","vlsksgk",0,0
"70609","vlsy£lïv",0,0
"70610","vltae",0,0
"70611","vltfl",0,0
"70612","vlts",0,0
"70613","vlu",0,0
"70614","vlucht",0,0
"70615","vluggen",0,0
"70616","vlugr",0,0
"70617","vlugt",0,0
"70618","vlven",0,0
"70619","vlytscheweg",0,0
"70620","vm",0,0
"70621","vmbtaar",0,0
"70622","vmdelstraat",0,0
"70623","vmdismen",0,0
"70624","vmevroaw",0,0
"70625","vmi",0,0
"70626","vmim",0,0
"70627","vmio",0,0
"70628","vmlo",0,0
"70629","vmn",0,0
"70630","vmnßmjved",0,0
"70631","vmscimtjeeo",0,0
"70632","vmsjau",0,0
"70633","vmsteboami",0,0
"70634","vmstkkti",0,0
"70635","■vmtet",0,0
"70636","vn",0,0
"70637","v°n",0,0
"70638","v«n",0,0
"70639","v»n",0,0
"70640","vndi",0,0
"70641","vni",0,0
"70642","vniet",0,0
"70643","vnjdag",0,0
"70644","vnlcaansoord",0,0
"70645","vnlo",0,0
"70646","vnlurende",0,0
"70647","vnn",0,0
"70648","vnnde",0,0
"70649","vnnrwerkers",0,0
"70650","vnor",0,0
"70651","vntktn",0,0
"70652","vnvht",0,0
"70653","vo",0,0
"70654","v»o",0,0
"70655","voajranrwal",0,0
"70656","voar",0,0
"70657","voars",0,0
"70658","voat",0,0
"70659","vobi",0,0
"70660","vobizien",0,0
"70661","vobrzien",0,0
"70662","vobxzie",0,0
"70663","voc",0,0
"70664","vocabulary",0,0
"70665","vocdsei",0,0
"70666","voce",0,0
"70667","vocht",0,0
"70668","vochtvrij",0,0
"70669","vocrdeeligste",0,0
"70670","vocrshoten",0,0
"70671","vocrtioadai",0,0
"70672","vocrvracht",0,0
"70673","vodegsl",0,0
"70674","vodr",0,0
"70675","vodüd",0,0
"70676","voe",0,0
"70677","voed",0,0
"70678","voeden",0,0
"70679","voedend",0,0
"70680","voeder",0,0
"70681","voederwaarde",0,0
"70682","voed«handeling",0,0
"70683","voeding",0,0
"70684","voedingskracht",0,0
"70685","voedingsmiddel",0,0
"70686","voedingstentoonf",0,0
"70687","voedingstentoonstelling",0,0
"70688","voedsel",0,0
"70689","voedsters",0,0
"70690","voeg",0,0
"70691","voegen",0,0
"70692","voeger",0,0
"70693","voei",0,0
"70694","voeka",0,0
"70695","vóeke",0,0
"70696","voel",0,0
"70697","voelt",0,0
"70698","voen»dagr",0,0
"70699","voeosdag",0,0
"70700","voer",0,0
"70701","voerartikelen",0,0
"70702","voerbrood",0,0
"70703","voeren",0,0
"70704","voerende",0,0
"70705","voerf",0,0
"70706","voering",0,0
"70707","voeringvan",0,0
"70708","voerman",0,0
"70709","voermanschap",0,0
"70710","voermanschapanvaarding",0,0
"70711","voermansdiels",0,0
"70712","voermansknechten",0,0
"70713","vöërmansknechten",0,0
"70714","voert",0,0
"70715","voertarwe",0,0
"70716","voertuigen",0,0
"70717","voerwaarden",0,0
"70718","voestius—dubouecq",0,0
"70719","voestman",0,0
"70720","voet",0,0
"70721","voetea",0,0
"70722","voetelink",0,0
"70723","voeten",0,0
"70724","voetenknobbels",0,0
"70725","voetkleed",0,0
"70726","voetkussen",0,0
"70727","voetpaden",0,0
"70728","voetstuk",0,0
"70729","voettixgqaas",0,0
"70730","voettrede",0,0
"70731","voetzakken",0,0
"70732","voetzool",0,0
"70733","vof",0,0
"70734","vöf",0,0
"70735","vófc",0,0
"70736","vogel",0,0
"70737","vogelen",0,0
"70738","vogelhmden",0,0
"70739","vogelkooi",0,0
"70740","vogelpoel",0,0
"70741","vogels",0,0
"70742","vogelsang",0,0
"70743","vogeltjes",0,0
"70744","vogeltuie",0,0
"70745","vogeltuin",0,0
"70746","vogelvanger",0,0
"70747","vogelveiling",0,0
"70748","vogelvlucht",0,0
"70749","vogelzaad",0,0
"70750","vogenloorn",0,0
"70751","voget",0,0
"70752","vogibr",0,0
"70753","vogleb",0,0
"70754","voglee",0,0
"70755","voglek",0,0
"70756","vogler",0,0
"70757","voglers",0,0
"70758","vogt",0,0
"70759","voh",0,0
"70760","voi",0,0
"70761","voï",0,0
"70762","voideo",0,0
"70763","voiiiis",0,0
"70764","voiiun",0,0
"70765","voiksfimjziv",0,0
"70766","voile",0,0
"70767","voiles",0,0
"70768","voilieid",0,0
"70769","voiling",0,0
"70770","voill",0,0
"70771","voiontairpolitie",0,0
"70772","voitrouwd",0,0
"70773","voiv",0,0
"70774","vojiionbarnevêltstraat",0,0
